,IP,Throughput(MB/s),IP in 32 bit
2182,217.76.130.21,0.47,11011001010011001000001000010101
2183,217.77.221.40,5.48,11011001010011011101110100101000
2184,218.247.4.7,0.135,11011010111101110000010000000111
2185,218.92.152.29,1.63,11011010010111001001100000011101
2186,219.118.71.7,0.14,11011011011101100100011100000111
2187,219.94.162.203,0.25,11011011010111101010001011001011
2188,219.99.139.130,0.21,11011011011000111000101110000010
2189,220.158.236.131,0.47,11011100100111101110110010000011
2190,220.242.176.60,0.66,11011100111100101011000000111100
2191,221.204.172.23,1.21,11011101110011001010110000010111
2192,222.165.180.150,1.095,11011110101001011011010010010110
2193,222.231.2.241,0.08,11011110111001110000001011110001
2194,222.231.63.135,3.63,11011110111001110011111110000111
2195,223.130.82.50,3.84,11011111100000100101001000110010
2196,223.27.17.111,0.33,11011111000110110001000101101111
2197,23.101.208.52,0.25,00010111011001011101000000110100
2198,23.185.0.4,6.55,00010111101110010000000000000100
2199,23.209.73.170,2.47,00010111110100010100100110101010
2200,23.227.134.102,0.31,00010111111000111000011001100110
2201,23.229.191.68,0.5800000000000001,00010111111001011011111101000100
2202,23.229.214.5,0.19,00010111111001011101011000000101
2203,23.229.219.195,0.13,00010111111001011101101111000011
2204,23.250.125.234,2.44,00010111111110100111110111101010
2205,23.253.58.227,0.12,00010111111111010011101011100011
2206,23.253.85.69,0.29,00010111111111010101010101000101
2207,23.43.65.243,0.54,00010111001010110100000111110011
2208,23.97.208.18,34.45,00010111011000011101000000010010
2209,24.51.100.235,0.6,00011000001100110110010011101011
2210,24.51.113.177,9.11,00011000001100110111000110110001
2211,27.111.83.21,1.285,00011011011011110101001100010101
2212,27.114.150.49,0.41,00011011011100101001011000110001
2213,27.114.150.50,22.4,00011011011100101001011000110010
2214,27.114.150.53,14.9,00011011011100101001011000110101
2215,27.114.150.55,0.27,00011011011100101001011000110111
2216,27.122.21.143,0.195,00011011011110100001010110001111
2217,27.34.160.59,0.16,00011011001000101010000000111011
2218,3.120.244.127,3.06,00000011011110001111010001111111
2219,3.120.64.37,2.44,00000011011110000100000000100101
2220,3.17.173.210,1.8533333333333333,00000011000100011010110111010010
2221,3.216.184.173,0.69,00000011110110001011100010101101
2222,3.224.149.100,0.65,00000011111000001001010101100100
2223,3.230.227.208,0.35,00000011111001101110001111010000
2224,3.8.30.44,3.44,00000011000010000001111000101100
2225,31.11.33.31,3.8,00011111000010110010000100011111
2226,31.11.33.76,0.35,00011111000010110010000101001100
2227,31.11.34.71,1.13,00011111000010110010001001000111
2228,31.131.4.201,39.4,00011111100000110000010011001001
2229,31.147.204.194,2.7,00011111100100111100110011000010
2230,31.147.204.246,4.03,00011111100100111100110011110110
2231,31.15.10.34,1.47,00011111000011110000101000100010
2232,31.168.230.11,0.19,00011111101010001110011000001011
2233,31.170.127.140,13.266666666666667,00011111101010100111111110001100
2234,31.170.167.121,11.3,00011111101010101010011101111001
2235,31.170.236.83,0.615,00011111101010101110110001010011
2236,31.170.236.85,0.16,00011111101010101110110001010101
2237,31.170.237.115,0.36,00011111101010101110110101110011
2238,31.193.50.228,1.175,00011111110000010011001011100100
2239,31.217.192.254,0.63,00011111110110011100000011111110
2240,31.217.196.210,0.12,00011111110110011100010011010010
2241,31.22.4.101,18.5,00011111000101100000010001100101
2242,31.22.7.102,4.11,00011111000101100000011101100110
2243,31.220.104.188,0.33,00011111110111000110100010111100
2244,31.220.16.76,1.53,00011111110111000001000001001100
2245,31.220.17.153,8.66,00011111110111000001000110011001
2246,31.41.216.88,5.675000000000002,00011111001010011101100001011000
2247,31.41.219.245,0.3,00011111001010011101101111110101
2248,31.6.82.76,0.51,00011111000001100101001001001100
2249,34.193.83.247,2.08,00100010110000010101001111110111
2250,34.196.132.20,25.1,00100010110001001000010000010100
2251,34.198.145.253,1.09,00100010110001101001000111111101
2252,34.198.69.128,1.32,00100010110001100100010110000000
2253,34.226.77.200,0.38,00100010111000100100110111001000
2254,34.232.88.224,3.28,00100010111010000101100011100000
2255,34.233.99.98,0.41,00100010111010010110001101100010
2256,34.238.101.91,0.95,00100010111011100110010101011011
2257,34.243.156.160,3.466666666666667,00100010111100111001110010100000
2258,34.250.174.178,10.5,00100010111110101010111010110010
2259,34.253.152.36,4.64,00100010111111011001100000100100
2260,34.254.169.94,4.945,00100010111111101010100101011110
2261,34.254.235.236,3.74,00100010111111101110101111101100
2262,34.90.145.237,12.0,00100010010110101001000111101101
2263,34.96.66.179,3.62,00100010011000000100001010110011
2264,35.156.169.98,8.0,00100011100111001010100101100010
2265,35.169.50.49,2.97,00100011101010010011001000110001
2266,35.171.79.210,0.78,00100011101010110100111111010010
2267,35.182.191.227,1.08,00100011101101101011111111100011
2268,35.185.225.97,0.49,00100011101110011110000101100001
2269,35.189.195.147,2.78,00100011101111011100001110010011
2270,35.195.88.158,6.7200000000000015,00100011110000110101100010011110
2271,35.196.63.85,0.54,00100011110001000011111101010101
2272,35.197.207.136,1.04,00100011110001011100111110001000
2273,35.206.118.52,6.55,00100011110011100111011000110100
2274,35.206.72.149,0.68,00100011110011100100100010010101
2275,35.209.115.133,1.18,00100011110100010111001110000101
2276,35.209.118.2,0.54,00100011110100010111011000000010
2277,35.209.156.50,8.41,00100011110100011001110000110010
2278,35.209.19.147,1.68,00100011110100010001001110010011
2279,35.209.223.92,1.62,00100011110100011101111101011100
2280,35.209.235.242,0.99,00100011110100011110101111110010
2281,35.214.151.253,19.5,00100011110101101001011111111101
2282,35.214.155.105,4.77,00100011110101101001101101101001
2283,35.214.236.104,7.11,00100011110101101110110001101000
2284,35.223.234.243,0.45,00100011110111111110101011110011
2285,35.224.194.109,1.65,00100011111000001100001001101101
2286,35.231.206.229,1.11,00100011111001111100111011100101
2287,35.234.89.100,7.95,00100011111010100101100101100100
2288,35.237.235.37,12.9,00100011111011011110101100100101
2289,35.246.65.89,0.93,00100011111101100100000101011001
2290,36.2.249.124,0.35,00100100000000101111100101111100
2291,37.0.31.35,0.37,00100101000000000001111100100011
2292,37.131.24.248,0.64,00100101100000110001100011111000
2293,37.140.193.27,26.93,00100101100011001100000100011011
2294,37.150.215.186,2.35,00100101100101101101011110111010
2295,37.151.127.41,0.16,00100101100101110111111100101001
2296,37.157.195.108,11.8,00100101100111011100001101101100
2297,37.187.119.73,9.66,00100101101110110111011101001001
2298,37.187.122.178,2.8,00100101101110110111101010110010
2299,37.187.61.193,3.83,00100101101110110011110111000001
2300,37.200.71.245,1.67,00100101110010000100011111110101
2301,37.244.78.30,1.52,00100101111101000100111000011110
2302,37.252.242.179,1.88,00100101111111001111001010110011
2303,37.34.60.177,0.11,00100101001000100011110010110001
2304,37.59.18.181,2.06,00100101001110110001001010110101
2305,37.59.62.220,2.77,00100101001110110011111011011100
2306,37.60.232.165,7.06,00100101001111001110100010100101
2307,37.60.246.221,3.16,00100101001111001111011011011101
2308,37.97.151.16,0.14,00100101011000011001011100010000
2309,40.112.69.143,0.32,00101000011100000100010110001111
2310,40.113.101.167,2.43,00101000011100010110010110100111
2311,40.113.147.76,1.28,00101000011100011001001101001100
2312,40.114.51.68,0.43,00101000011100100011001101000100
2313,40.117.42.249,2.3166666666666664,00101000011101010010101011111001
2314,40.118.100.127,12.3,00101000011101100110010001111111
2315,40.124.12.194,0.36,00101000011111000000110011000010
2316,40.127.138.74,2.85,00101000011111111000101001001010
2317,40.67.137.85,0.73,00101000010000111000100101010101
2318,40.68.122.207,5.19,00101000010001000111101011001111
2319,40.69.42.14,3.88,00101000010001010010101000001110
2320,40.76.95.84,0.6,00101000010011000101111101010100
2321,40.81.59.91,1.52,00101000010100010011101101011011
2322,40.84.59.174,0.99,00101000010101000011101110101110
2323,40.85.230.182,0.57,00101000010101011110011010110110
2324,41.110.182.36,1.065,00101001011011101011011000100100
2325,41.110.190.136,0.3,00101001011011101011111010001000
2326,41.111.135.101,0.255,00101001011011111000011101100101
2327,41.111.156.85,9.35,00101001011011111001110001010101
2328,41.137.107.80,0.39,00101001100010010110101101010000
2329,41.138.56.3,11.4,00101001100010100011100000000011
2330,41.164.118.70,0.21,00101001101001000111011001000110
2331,41.179.253.56,0.41,00101001101100111111110100111000
2332,41.185.8.125,0.55,00101001101110010000100001111101
2333,41.188.113.127,0.09,00101001101111000111000101111111
2334,41.188.35.108,8.97,00101001101111000010001101101100
2335,41.188.38.170,0.12,00101001101111000010011010101010
2336,41.188.7.70,14.33,00101001101111000000011101000110
2337,41.188.7.72,0.16,00101001101111000000011101001000
2338,41.189.224.134,15.269166666666665,00101001101111011110000010000110
2339,41.190.93.254,0.35000000000000003,00101001101111100101110111111110
2340,41.203.191.3,0.235,00101001110010111011111100000011
2341,41.204.120.152,0.14,00101001110011000111100010011000
2342,41.204.161.157,0.23,00101001110011001010000110011101
2343,41.204.161.16,0.28,00101001110011001010000100010000
2344,41.204.161.167,3.85,00101001110011001010000110100111
2345,41.204.161.178,0.99,00101001110011001010000110110010
2346,41.204.161.185,0.57,00101001110011001010000110111001
2347,41.204.161.213,0.36,00101001110011001010000111010101
2348,41.205.30.67,0.33,00101001110011010001111001000011
2349,41.207.190.74,0.08,00101001110011111011111001001010
2350,41.207.42.253,1.375,00101001110011110010101011111101
2351,41.208.71.14,5.88,00101001110100000100011100001110
2352,41.212.213.253,0.16,00101001110101001101010111111101
2353,41.216.228.28,0.21,00101001110110001110010000011100
2354,41.216.230.122,6.91,00101001110110001110011001111010
2355,41.219.65.247,4.87,00101001110110110100000111110111
2356,41.221.194.20,12.8,00101001110111011100001000010100
2357,41.221.194.99,0.24,00101001110111011100001001100011
2358,41.221.195.68,0.47,00101001110111011100001101000100
2359,41.221.197.179,18.6,00101001110111011100010110110011
2360,41.221.198.100,3.95,00101001110111011100011001100100
2361,41.221.50.22,0.39,00101001110111010011001000010110
2362,41.221.97.36,8.68,00101001110111010110000100100100
2363,41.223.127.50,11.0,00101001110111110111111100110010
2364,41.223.142.211,0.57,00101001110111111000111011010011
2365,41.242.96.33,0.7050000000000001,00101001111100100110000000100001
2366,41.242.96.7,1.31,00101001111100100110000000000111
2367,41.33.168.165,0.63,00101001001000011010100010100101
2368,41.63.160.215,0.18,00101001001111111010000011010111
2369,41.70.32.5,0.63,00101001010001100010000000000101
2370,41.74.165.232,0.33,00101001010010101010010111101000
2371,41.75.113.129,0.27,00101001010010110111000110000001
2372,41.76.8.6,0.7175,00101001010011000000100000000110
2373,41.77.11.131,0.21,00101001010011010000101110000011
2374,41.77.118.247,2.19,00101001010011010111011011110111
2375,41.77.129.230,13.7,00101001010011011000000111100110
2376,41.77.13.210,0.21,00101001010011010000110111010010
2377,41.86.12.4,1.92,00101001010101100000110000000100
2378,41.86.246.125,0.97,00101001010101101111011001111101
2379,41.89.10.16,0.22,00101001010110010000101000010000
2380,42.112.27.177,0.13,00101010011100000001101110110001
2381,43.230.208.14,0.15333333333333332,00101011111001101101000000001110
2382,43.230.208.16,0.63,00101011111001101101000000010000
2383,43.230.208.28,0.43,00101011111001101101000000011100
2384,43.230.208.51,0.35,00101011111001101101000000110011
2385,43.231.127.43,0.23,00101011111001110111111100101011
2386,43.241.73.71,14.9,00101011111100010100100101000111
2387,43.245.180.62,0.48,00101011111101011011010000111110
2388,45.112.225.209,0.18,00101101011100001110000111010001
2389,45.13.134.200,0.78,00101101000011011000011011001000
2390,45.154.60.68,2.21,00101101100110100011110001000100
2391,45.162.204.67,0.31,00101101101000101100110001000011
2392,45.184.102.138,0.26,00101101101110000110011010001010
2393,45.235.140.22,1.92,00101101111010111000110000010110
2394,45.248.76.85,1.32,00101101111110000100110001010101
2395,45.33.122.159,1.52,00101101001000010111101010011111
2396,45.33.75.28,1.6,00101101001000010100101100011100
2397,45.33.94.199,0.54,00101101001000010101111011000111
2398,45.35.169.158,0.97,00101101001000111010100110011110
2399,45.40.165.15,0.255,00101101001010001010010100001111
2400,45.43.223.28,0.01,00101101001010111101111100011100
2401,45.56.125.239,1.02,00101101001110000111110111101111
2402,45.56.91.139,18.29,00101101001110000101101110001011
2403,45.60.14.64,0.255,00101101001111000000111001000000
2404,45.60.23.41,0.31,00101101001111000001011100101001
2405,45.60.33.232,0.04,00101101001111000010000111101000
2406,45.60.46.218,3.36,00101101001111000010111011011010
2407,45.60.47.201,0.42,00101101001111000010111111001001
2408,45.60.47.42,6.16,00101101001111000010111100101010
2409,45.60.64.193,0.34,00101101001111000100000011000001
2410,45.76.149.143,0.57,00101101010011001001010110001111
2411,45.77.116.26,2.39,00101101010011010111010000011010
2412,46.101.119.173,1.59,00101110011001010111011110101101
2413,46.101.142.130,3.32,00101110011001011000111010000010
2414,46.101.201.111,1.775,00101110011001011100100101101111
2415,46.105.117.91,2.43,00101110011010010111010101011011
2416,46.16.200.35,2.48,00101110000100001100100000100011
2417,46.163.75.162,0.53,00101110101000110100101110100010
2418,46.166.161.138,1.3,00101110101001101010000110001010
2419,46.182.5.20,0.35,00101110101101100000010100010100
2420,46.19.123.142,4.2,00101110000100110111101110001110
2421,46.21.109.147,1.25,00101110000101010110110110010011
2422,46.216.181.41,1.54,00101110110110001011010100101001
2423,46.22.130.47,4.27,00101110000101101000001000101111
2424,46.22.43.205,4.26,00101110000101100010101111001101
2425,46.223.106.109,1.79,00101110110111110110101001101101
2426,46.226.110.198,10.4,00101110111000100110111011000110
2427,46.227.118.147,2.69,00101110111000110111011010010011
2428,46.227.118.148,0.57,00101110111000110111011010010100
2429,46.227.16.164,3.85,00101110111000110001000010100100
2430,46.23.86.90,1.725,00101110000101110101011001011010
2431,46.234.101.9,4.94,00101110111010100110010100001001
2432,46.234.114.137,0.79,00101110111010100111001010001001
2433,46.235.73.83,6.67,00101110111010110100100101010011
